observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,8.881784197001252e-16,0.1,8.881784197001252e-15
cohesive_ev_atom,exact,eV/atom,3.36,3.3599999999999968,0.0672,-4.625929269271486e-14
C11_GPa,exact,GPa,113.99999999999996,113.99999999999986,5.699999999999998,-1.7451926843230535e-14
C12_GPa,exact,GPa,62.000000000000014,62.00000000000007,3.100000000000001,1.83365867292929e-14
C44_GPa,exact,GPa,32.0,32.00000000000031,1.6,1.9539925233402755e-13
perfect_Haa,fit,eV/L0^2,19.66091286328976,41.03807159333215,1.9660912863289761,10.872922777638239
perfect_Hxx,fit,eV/L0^2,4.393593035123306,9.04372243458101,0.43935930351233066,10.583887406693318
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.18660492049287664,0.007624909750742465,14.473066120514574
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.27608197653501265,0.03173805605024358,8.698767690685086
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.16582207681029043,0.006670794504308616,14.857920102798428
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,-0.07740781827756224,0.03173805605024358,-2.4389590261932077
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.09041875024564373,0.03173805605024358,-2.8489063760711972
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.06978440264751104,0.005670265774764736,2.3070779077205534
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.4268339556117009,0.04710312483934004,-0.9383091447212514
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.7454076968213257,0.07060534019484034,0.5573841123677244
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.2623244435937906,0.07719163228888834,-6.601646631696477
direct_quarter_energy,fit,eV/cell,0.117221996542065,0.2769177490819139,0.0117221996542065,13.623360568043408
direct_half_energy,fit,eV/cell,0.26732847628894163,0.659050697141821,0.026732847628894163,14.653217131626745
oblique_energy,fit,eV/cell,0.13339289745734875,0.30656543827312227,0.013339289745734876,12.982141037242554
opening_1.25h_energy,fit,eV/cell,0.24853683654490819,0.2296617095048114,0.02485368365449082,-0.7594498788386335
opening_3h_energy,fit,eV/cell,0.7719163228888833,0.839810333173725,0.07719163228888834,0.879551426387118
saddle_Haa,fit,eV/L0^2,12.717337762538286,27.33203449525051,1.2717337762538286,11.491946668085696
saddle_Hxx,fit,eV/L0^2,-0.18642463121762062,0.7931906078747192,0.018642463121762064,52.54752189633125
fault_Haa,fit,eV/L0^2,14.140554350039636,34.10454378955185,1.4140554350039638,14.118250915287666
fault_Hxx,fit,eV/L0^2,2.4858929774856264,4.34569587544785,0.24858929774856264,7.481427860355172
saddle_normal_path_coupling,fit,eV/L0^2,1.2055891043737141,-0.14183887717540933,0.12055891043737142,-11.176510941089605
opening_1.1h_normal_force,fit,eV/L0,1.2761663221727821,1.227740298784608,0.03173805605024358,-1.5258030709729775
