j,lower_layer,y_over_L0,raw_delta_x,raw_delta_y,raw_delta_z,affine_subtracted_delta_x,affine_subtracted_delta_y,affine_subtracted_delta_z,both_rows_free
-19,0,-16.310145104606928,0.9918828371163816,0.0,0.0,0.9918828371163816,0.0,0.0,False
-18,0,-15.444119700822489,0.9914320546587712,0.0,0.0,0.9914320546587712,0.0,0.0,False
-17,0,-14.57809429703805,0.9909282718509096,0.0,0.0,0.9909282718509096,0.0,0.0,False
-16,0,-13.712068893253612,0.9903615601251208,0.0,0.0,0.9903615601251208,0.0,0.0,False
-15,0,-12.84604348946917,0.9897193465967873,0.0,0.0,0.9897193465967873,0.0,0.0,False
-14,0,-11.980018085684733,0.9889854712321714,0.0,0.0,0.9889854712321714,0.0,0.0,False
-13,0,-11.113992681900296,0.9881388098037639,0.0,0.0,0.9881388098037639,0.0,0.0,False
-12,0,-10.247967278115857,0.9871512100477771,0.0,0.0,0.9871512100477771,0.0,0.0,False
-11,0,-9.381941874331417,0.9859843053948623,0.0,0.0,0.9859843053948623,0.0,0.0,False
-10,0,-8.51591647054698,0.9845844236142178,0.0,0.0,0.9845844236142178,0.0,0.0,False
-9,0,-7.649891066762541,0.982458800223189,0.0007048740362779829,0.0004660637075701499,0.982458800223189,0.0007048740362779829,0.0004660637075701499,True
-8,0,-6.783865662978103,0.9796851767662472,0.0017100943745571016,0.0001486609348512729,0.9796851767662472,0.0017100943745571016,0.0001486609348512729,True
-7,0,-5.917840259193664,0.9758679133373088,0.0034546637212540267,-0.00019462805287969592,0.9758679133373088,0.0034546637212540267,-0.00019462805287969592,True
-6,0,-5.0518148554092255,0.9700115629399029,0.006722613268322936,-0.0005493335586242346,0.9700115629399029,0.006722613268322936,-0.0005493335586242346,True
-5,0,-4.185789451624787,0.9592453325392711,0.013582596206138497,-0.0009611531810603105,0.9592453325392711,0.013582596206138497,-0.0009611531810603105,True
-4,0,-3.319764047840348,0.9351885536842638,0.02857627318863197,-0.001440097237830209,0.9351885536842638,0.02857627318863197,-0.001440097237830209,True
-3,0,-2.4537386440559095,0.8794886678917945,0.05737976475820652,0.0011744171802230505,0.8794886678917945,0.05737976475820652,0.0011744171802230505,True
-2,0,-1.5877132402714706,0.7571435573341275,0.10022096566690825,0.022518631646131954,0.7571435573341275,0.10022096566690825,0.022518631646131954,True
-1,0,-0.7216878364870323,0.5913909715614178,0.13833396382269358,0.04253883681315919,0.5913909715614178,0.13833396382269358,0.04253883681315919,True
0,0,0.14433756729740643,0.4480638883938981,0.14208438373069798,0.04494885623136881,0.4480638883938981,0.14208438373069798,0.04494885623136881,True
1,0,1.010362971081845,0.28202049061676004,0.11108919556868994,0.02815863112107358,0.28202049061676004,0.11108919556868994,0.02815863112107358,True
2,0,1.8763883748662837,0.1430717515764242,0.06659494358739093,0.004271536504675511,0.1430717515764242,0.06659494358739093,0.004271536504675511,True
3,0,2.7424137786507226,0.07575061276513143,0.03424952538585383,-0.0013266010725074863,0.07575061276513143,0.03424952538585383,-0.0013266010725074863,True
4,0,3.608439182435161,0.04619932542597541,0.016459393931705646,-0.00110151635554057,0.04619932542597541,0.016459393931705646,-0.00110151635554057,True
5,0,4.474464586219599,0.03327583269239913,0.008194879522400543,-0.0006908526241602652,0.03327583269239913,0.008194879522400543,-0.0006908526241602652,True
6,0,5.340489990004038,0.026614567808468242,0.00435852283708581,-0.0003812902265318079,0.026614567808468242,0.00435852283708581,-0.0003812902265318079,True
7,0,6.206515393788477,0.022445320019914384,0.0023759972163158428,-9.396024167269675e-05,0.022445320019914384,0.0023759972163158428,-9.396024167269675e-05,True
8,0,7.072540797572915,0.01949435157105415,0.0012243790332338513,0.00017448151798831585,0.01949435157105415,0.0012243790332338513,0.00017448151798831585,True
9,0,7.938566201357354,0.01724592824445939,0.0005234340047334277,0.0004098031158292656,0.01724592824445939,0.0005234340047334277,0.0004098031158292656,True
10,0,8.804591605141791,0.015415576385782205,0.0,0.0,0.015415576385782205,0.0,0.0,False
11,0,9.670617008926232,0.014015694605137848,0.0,0.0,0.014015694605137848,0.0,0.0,False
12,0,10.53664241271067,0.012848789952222973,0.0,0.0,0.012848789952222973,0.0,0.0,False
13,0,11.402667816495107,0.01186119019623618,0.0,0.0,0.01186119019623618,0.0,0.0,False
14,0,12.268693220279548,0.011014528767828644,0.0,0.0,0.011014528767828644,0.0,0.0,False
15,0,13.134718624063986,0.010280653403212693,0.0,0.0,0.010280653403212693,0.0,0.0,False
16,0,14.000744027848423,0.0096384398748793,0.0,0.0,0.0096384398748793,0.0,0.0,False
17,0,14.866769431632862,0.009071728149090463,0.0,0.0,0.009071728149090463,0.0,0.0,False
18,0,15.732794835417302,0.00856794534122893,0.0,0.0,0.00856794534122893,0.0,0.0,False
19,0,16.59882023920174,0.008117162883618408,0.0,0.0,0.008117162883618408,0.0,0.0,False
