j,lower_layer,y_over_L0,raw_delta_x,raw_delta_y,raw_delta_z,affine_subtracted_delta_x,affine_subtracted_delta_y,affine_subtracted_delta_z,both_rows_free
-26,0,-22.372322931097997,0.994055261445902,0.0,0.0,0.994055261445902,0.0,0.0,False
-25,0,-21.50629752731356,0.9938175199864763,0.0,0.0,0.9938175199864763,0.0,0.0,False
-24,0,-20.640272123529122,0.9935599731280738,0.0,0.0,0.9935599731280738,0.0,0.0,False
-23,0,-19.77424671974468,0.993280038741893,0.0,0.0,0.993280038741893,0.0,0.0,False
-22,0,-18.908221315960244,0.9929746655086994,0.0,0.0,0.9929746655086994,0.0,0.0,False
-21,0,-18.042195912175806,0.9926402212948431,0.0,0.0,0.9926402212948431,0.0,0.0,False
-20,0,-17.176170508391365,0.9922723480741953,0.0,0.0,0.9922723480741953,0.0,0.0,False
-19,0,-16.310145104606928,0.9918657710858574,0.0,0.0,0.9918657710858574,0.0,0.0,False
-18,0,-15.444119700822489,0.9914140444544532,0.0,0.0,0.9914140444544532,0.0,0.0,False
-17,0,-14.57809429703805,0.9909092071497969,0.0,0.0,0.9909092071497969,0.0,0.0,False
-16,0,-13.712068893253612,0.9903413101252472,0.0,0.0,0.9903413101252472,0.0,0.0,False
-15,0,-12.84604348946917,0.9896977546317836,0.0,0.0,0.9896977546317836,0.0,0.0,False
-14,0,-11.980018085684733,0.9889623474982352,0.0,0.0,0.9889623474982352,0.0,0.0,False
-13,0,-11.113992681900296,0.9881139213492505,0.0,0.0,0.9881139213492505,0.0,0.0,False
-12,0,-10.247967278115857,0.9871242666958682,0.0,0.0,0.9871242666958682,0.0,0.0,False
-11,0,-9.381941874331417,0.9860595848127247,0.00025682032286812964,0.0002089701339380551,0.9860595848127247,0.00025682032286812964,0.0002089701339380551,True
-10,0,-8.51591647054698,0.984758188287851,0.0007726737153626645,0.00010613845693093046,0.984758188287851,0.0007726737153626645,0.00010613845693093046,True
-9,0,-7.649891066762541,0.9831776007195633,0.0015404950395516148,4.452893890748437e-05,0.9831776007195633,0.0015404950395516148,4.452893890748437e-05,True
-8,0,-6.783865662978103,0.9812100644301518,0.002471753782831992,0.00013551295914642197,0.9812100644301518,0.002471753782831992,0.00013551295914642197,True
-7,0,-5.917840259193664,0.9787064410945225,0.003646653580867653,0.00034312457387659283,0.9787064410945225,0.003646653580867653,0.00034312457387659283,True
-6,0,-5.0518148554092255,0.9754324940171519,0.005189178330677598,0.000693673058447369,0.9754324940171519,0.005189178330677598,0.000693673058447369,True
-5,0,-4.185789451624787,0.9710009216393277,0.007235934704270081,0.0012475394694094763,0.9710009216393277,0.007235934704270081,0.0012475394694094763,True
-4,0,-3.319764047840348,0.9646973559074441,0.009984016492881269,0.0021759384736303464,0.9646973559074441,0.009984016492881269,0.0021759384736303464,True
-3,0,-2.4537386440559095,0.9549524892582469,0.013538598880959204,0.0038106419344023984,0.9549524892582469,0.013538598880959204,0.0038106419344023984,True
-2,0,-1.5877132402714706,0.9370717135331469,0.01862049253034038,0.0068079668968462044,0.9370717135331469,0.01862049253034038,0.0068079668968462044,True
-1,0,-0.7216878364870323,0.8918273705956503,0.02572527169468104,0.01201399633116234,0.8918273705956503,0.02572527169468104,0.01201399633116234,True
0,0,0.14433756729740643,0.74737005319259,0.031559115808614535,0.02235749834356875,0.74737005319259,0.031559115808614535,0.02235749834356875,True
1,0,1.010362971081845,0.2475252723301972,0.031698115919990194,0.021540040848802906,0.2475252723301972,0.031698115919990194,0.021540040848802906,True
2,0,1.8763883748662837,0.10471459582226869,0.025576140871306653,0.011476501057915095,0.10471459582226869,0.025576140871306653,0.011476501057915095,True
