model,model_sha256,anchor,signs,group,constraint,observable,upper_error_dual,lower_error_dual,equality_dual,bound_dual
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,target_interval,v16_opening2.71_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,target_interval,v16_opening4.3_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,target_interval,v16_opening6.2_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,target_interval,v17_near_0.985_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,target_interval,v17_near_1.015_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,target_interval,v17_near_1.065_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,target_interval,v17_near_1.095_Haa,-0.0,-0.719763277430602,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,exact_anchor,normal_strain_force_ev,,,0.29853039214284277,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,exact_anchor,cohesive_ev_atom,,,-0.0015448637624437115,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,exact_anchor,C11_GPa,,,-0.017683455878788917,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,exact_anchor,C12_GPa,,,0.0013081629496847838,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,exact_anchor,C44_GPa,,,0.021530858730885987,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,u,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,v,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,A,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,B,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,C,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,D3,,,,0.005276238059848095
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,D1,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,D2,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,D_Eg,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,K3,,,,0.0011780633786873198
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,fit_curvatures,nonnegative_bound,eta,,,,0.0
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,saddle_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,saddle_Hxx,-0.039645607575338415,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,fault_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,fault_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,saddle_normal_path_coupling,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,new_direct_017_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,new_direct_039_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,new_raised_direct_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,new_off_path_positive_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,new_off_path_negative_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,new_shockley_058_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_direct011_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_direct031_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_raised043_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_off_plus_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_off_minus_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_shockley043_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_opening1.21_Haa,-0.21063080876370988,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_opening1.62_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_opening1.93_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_opening2.71_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_opening4.3_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v16_opening6.2_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_near_0.985_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_near_1.015_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_near_1.065_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_near_1.095_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_direct023_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_direct023_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_direct047_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_direct047_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_off_plus_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_off_plus_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_off_minus_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_off_minus_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_shockley067_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_shockley067_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_compression_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_compression_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.045_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.045_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.255_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.255_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.555_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.555_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.855_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening1.855_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening2.455_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening2.455_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening3.75_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v17_opening3.75_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_0_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_0_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_1_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_1_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_2_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_2_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_3_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_3_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_4_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_4_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_5_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_5_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_6_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_6_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_7_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_7_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_8_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_8_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_9_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_new_9_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_0_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_0_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_1_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_1_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_2_Haa,-0.0,-0.3717959820534598,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_2_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_3_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_3_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_4_Haa,-0.0,-0.37792760160749195,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_4_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_5_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_5_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_6_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_6_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_7_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_7_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_8_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_8_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_9_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v19_power_new_9_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_0_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_0_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_1_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_1_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_2_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_2_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_3_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_3_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_4_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_4_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_5_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_5_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_6_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_6_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_7_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_7_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_8_Haa,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_8_Hxx,-0.0,-0.0,,
candidate_1,2fd94b89168b173378f4c67d9d6faf52c0363292fc66d8d7e705f214a55de23a,bulk5_only_CONTROL,declared_signs,inspected_curvatures,target_interval,v20_new_9_Haa,-0.0,-0.0,,
